Venue,Serial,Port,Location,Group,bathroomLocationOnNetgear
Grand Casino Arena,00000000b4308248,N/A,105M 10,105M,105M_7-12
Grand Casino Arena,000000006ab9c379,10,105M 11,105M,105M_7-12
Grand Casino Arena,00000000a3ea9d69,11,105M 12,105M,105M_7-12
Grand Casino Arena,00000000fb9ff405,N/A,106W 01,106W,106W
Grand Casino Arena,000000004fba84d6,4,106W 02,106W,106W
Grand Casino Arena,00000000278f1fc4,5,106W 03,106W,106W
Grand Casino Arena,00000000637524d1,N/A,106W 04,106W,106W
Grand Casino Arena,0000000008f08269,9,106W 05,106W,106W
Grand Casino Arena,000000002fb06165,N/A,106W 06,106W,106W
Grand Casino Arena,0000000043996cbb,2,109W 01,109W,109W_111W
Grand Casino Arena,00000000422d4d31,N/A,109W 02,109W,109W_111W
Grand Casino Arena,00000000c6551bc1,6,109W 03,109W,109W_111W
Grand Casino Arena,0000000038f77bc9,N/A,109W 04,109W,109W_111W
Grand Casino Arena,00000000fdb78229,1,110M 01,110M,110M
Grand Casino Arena,00000000c93fbcb7,N/A,110M 02,110M,110M
Grand Casino Arena,00000000c8db779e,N/A,110M 03,110M,110M
Grand Casino Arena,000000000f751fb8,N/A,110M 04,110M,110M
Grand Casino Arena,00000000a787eb38,9,110M 05,110M,110M
Grand Casino Arena,0000000045af3736,N/A,110M 06,110M,110M
Grand Casino Arena,0000000098375c5c,14,110M 07,110M,110M
Grand Casino Arena,0000000009fb8808,16,110M 08,110M,110M
Grand Casino Arena,00000000d74b7ae4,17,110M 09,110M,110M
Grand Casino Arena,00000000ab11d447,N/A,110M 10,110M,110M
Grand Casino Arena,00000000b9305d4f,22,110M 11,110M,110M
Grand Casino Arena,00000000f869458f,N/A,111W 01,111W,109W_111W
Grand Casino Arena,0000000047f0ad91,13,111W 02,111W,109W_111W
Grand Casino Arena,0000000054ce12fe,15,111W 03,111W,109W_111W
Grand Casino Arena,00000000c97c7453,17,111W 04,111W,109W_111W
Grand Casino Arena,00000000fce1bc20,1,118M 01,118M,118M_1-11
Grand Casino Arena,00000000ad3163b0,4,118M 02,118M,118M_1-11
Grand Casino Arena,00000000c561d9b0,6,118M 03,118M,118M_1-11
Grand Casino Arena,000000000a68b6e5,7,118M 04,118M,118M_1-11
Grand Casino Arena,00000000c65c1bc8,10,118M 05,118M,118M_1-11
Grand Casino Arena,0000000026a8a0bd,N/A,118M 06,118M,118M_1-11
Grand Casino Arena,000000002fc0730d,N/A,118M 07,118M,118M_1-11
Grand Casino Arena,000000004c80cb17,15,118M 08,118M,118M_1-11
Grand Casino Arena,00000000b5d88d43,18,118M 09,118M,118M_1-11
Grand Casino Arena,00000000718b510e,20,118M 10,118M,118M_1-11
Grand Casino Arena,000000006b59cc6b,N/A,118M 11,118M,118M_1-11
Grand Casino Arena,000000005155c8b3,1,118M 12,118M,118M_12-13_119W1-6
Grand Casino Arena,00000000e0372d70,N/A,118M 13,118M,118M_12-13_119W1-6
Grand Casino Arena,00000000862f3118,8,119W 01,119W,118M_12-13_119W1-6
Grand Casino Arena,00000000224df35c,10,119W 02,119W,118M_12-13_119W1-6
Grand Casino Arena,00000000e883c784,N/A,119W 03,119W,118M_12-13_119W1-6
Grand Casino Arena,00000000f915cf2b,N/A,119W 04,119W,118M_12-13_119W1-6
Grand Casino Arena,00000000ce4df501,16,119W 05,119W,118M_12-13_119W1-6
Grand Casino Arena,000000001cf3fa2f,17,119W 06,119W,118M_12-13_119W1-6
Grand Casino Arena,00000000e8d7325c,N/A,121M 01,121M,121M_1-7
Grand Casino Arena,00000000504a3c7b,N/A,121M 02,121M,121M_1-7
Grand Casino Arena,38835478,N/A,121M 03,121M,121M_1-7
Grand Casino Arena,00000000166b46dd,8,121M 04,121M,121M_1-7
Grand Casino Arena,00000000d519cf25,N/A,121M 05,121M,121M_1-7
Grand Casino Arena,00000000d66bd0a8,11,121M 06,121M,121M_1-7
Grand Casino Arena,00000000b037b1d7,14,121M 07,121M,121M_1-7
Grand Casino Arena,00000000198246cd,1,121M 08,121M,121M_8-11_122W_1-3
Grand Casino Arena,00000000c31b3ec7,4,121M 09,121M,121M_8-11_122W_1-3
Grand Casino Arena,00000000c4e282b7,6,121M 10,121M,121M_8-11_122W_1-3
Grand Casino Arena,000000005656b576,8,121M 11,121M,121M_8-11_122W_1-3
Grand Casino Arena,00000000f26f6c95,N/A,122W 01,121M,121M_8-11_122W_1-3
Grand Casino Arena,0000000083640fe1,11,122W 02,122W,121M_8-11_122W_1-3
Grand Casino Arena,000000007672c4eb,14,122W 03,122W,121M_8-11_122W_1-3
Grand Casino Arena,00000000964006ef,2,122W 04,122W,122W_4-5
Grand Casino Arena,00000000de11c2a4,N/A,122W 05,122W,122W_4-5
Grand Casino Arena,00000000435b9304,N/A,207M 01,207M,207M
Grand Casino Arena,00000000e6fa4659,N/A,207M 02,207M,207M
Grand Casino Arena,00000000d49609a2,6,207M 03,207M,207M
Grand Casino Arena,00000000c555340d,8,207M 04,207M,207M
Grand Casino Arena,00000000ab9f4a3b,N/A,207M 05,207M,207M
Grand Casino Arena,000000004edbf9ee,N/A,207M 06,207M,207M
Grand Casino Arena,000000009d929c74,14,207M 07,207M,207M
Grand Casino Arena,0000000038b1cea2,N/A,207M 08,207M,207M
Grand Casino Arena,00000000c53eefac,2,208W 01,208W,208W
Grand Casino Arena,00000000da75ab51,N/A,208W 02,208W,208W
Grand Casino Arena,000000004e11b389,6,208W 03,208W,208W
Grand Casino Arena,00000000e9f9f123,8,208W 04,208W,208W
Grand Casino Arena,000000009f71d8ae,2,211M 01,211M,211M_1-4_211W
Grand Casino Arena,000000002a788617,4,211M 02,211M,211M_1-4_211W
Grand Casino Arena,00000000f25ef725,6,211M 03,211M,211M_1-4_211W
Grand Casino Arena,00000000ffb157e7,8,211M 04,211M,211M_1-4_211W
Grand Casino Arena,000000005e58424d,9,211W 01,211W,211M_1-4_211W
Grand Casino Arena,86222759,12,211W 02,211W,211M_1-4_211W
Grand Casino Arena,000000001059c1f9,14,211W 03,211W,211M_1-4_211W
Grand Casino Arena,000000008944aabb,16,211W 04,211W,211M_1-4_211W
Grand Casino Arena,000000005d4abb91,2,213M 01,213M,213M_1-4_213W
Grand Casino Arena,0000000061adb47a,N/A,213M 02,213M,213M_1-4_213W
Grand Casino Arena,000000002af67f0d,N/A,213M 03,213M,213M_1-4_213W
Grand Casino Arena,000000002803cbda,8,213M 04,213M,213M_1-4_213W
Grand Casino Arena,0000000068b7733a,10,213W 01,213W,213M_1-4_213W
Grand Casino Arena,00000000ece357aa,N/A,213W 02,213W,213M_1-4_213W
Grand Casino Arena,00000000a2aebde2,13,213W 03,213W,213M_1-4_213W
Grand Casino Arena,000000005252a8e6,15,213W 04,213W,213M_1-4_213W
Grand Casino Arena,000000004f5df2f3,1,220M 01,220M,220M
Grand Casino Arena,00000000e2e1c9b7,4,220M 02,220M,220M
Grand Casino Arena,57221168,6,220M 03,220M,220M
Grand Casino Arena,00000000f1a6e618,7,220M 04,220M,220M
Grand Casino Arena,00000000a7fb27e0,N/A,220M 05,220M,220M
Grand Casino Arena,00000000b6ebb767,N/A,220M 06,220M,220M
Grand Casino Arena,00000000f04fa6d3,1,221W 01,221W,221W
Grand Casino Arena,00000000ebb09a30,3,221W 02,221W,221W
Grand Casino Arena,00000000a31c2f37,6,221W 03,221W,221W
Grand Casino Arena,ej13fgtqbrw5vqoxb92k8aob917uk6je,8,221W 04,221W,221W
Grand Casino Arena,00000000a53e3d69,N/A,224M 01,224M,224M
Grand Casino Arena,96s8wl5m33lkflz9nd9f5r0p12h2cj7k,4,224M 02,224M,224M
Grand Casino Arena,00000000a15abe8f,5,224M 03,224M,224M
Grand Casino Arena,0000000095dac2f7,7,224M 04,224M,224M
Grand Casino Arena,000000001daea710,N/A,224M 05,224M,224M
Grand Casino Arena,0000000090926bc6,N/A,224M 06,224M,224M
Grand Casino Arena,000000008e1a8871,N/A,224M 07,224M,224M
Grand Casino Arena,49227735,16,224M 08,224M,224M
Grand Casino Arena,0000000034648f51,17,224M 09,224M,224M
Grand Casino Arena,00000000a7052526,20,224M 10,224M,224M
Grand Casino Arena,21544787,N/A,224W 01,224W,224W
Grand Casino Arena,0000000025667f89,4,224W 02,224W,224W
Grand Casino Arena,0000000071ddd916,N/A,224W 03,224W,224W
Grand Casino Arena,000000009d4b2af7,N/A,224W 04,224W,224W
Grand Casino Arena,00000000e8e0738e,N/A,C12M 01,C12M,C12
Grand Casino Arena,00000000959d41ac,N/A,C12M 02,C12M,C12
Grand Casino Arena,000000006305f9bf,7,C12W 01,C12W,C12
Grand Casino Arena,00000000c9aac1c9,10,C12W 02,C12W,C12
Grand Casino Arena,0000000072a22778,2,C20M 01,C20M,C20
Grand Casino Arena,00000000ee916518,N/A,C20M 02,C20M,C20
Grand Casino Arena,000000007f075c40,N/A,C20W 01,C20W,C20
Grand Casino Arena,000000009a6199a1,9,C20W 02,C20W,C20
Grand Casino Arena,00000000960ea661,1,C27M 01,C27M,C27M
Grand Casino Arena,00000000f90a207b,N/A,C27M 02,C27M,C27M
Grand Casino Arena,00000000a9810599,N/A,C27W 01,C27W,C27W
Grand Casino Arena,000000006fab8c33,N/A,C27W 02,C27W,C27W
Grand Casino Arena,00000000ae8df2d9,N/A,C34M 01,C34M,C34M
Grand Casino Arena,00000000a641e59b,N/A,C34M 02,C34M,C34M
Grand Casino Arena,00000000eddef049,N/A,C34W 01,C34W,C34W
Grand Casino Arena,0000000014fc020d,N/A,C34W 02,C34W,C34W
Grand Casino Arena,00000000f62de84c,N/A,C8M 01,C8M,C8M
Grand Casino Arena,17729176,4,C8M 02,C8M,C8M
Grand Casino Arena,000000000a3793ac,8,C8W 01,C8W,C8W
Grand Casino Arena,0000000072291d0f,N/A,C8W 02,C8W,C8W
Grand Casino Arena,0000000094e6a10c,2,S22M 01,S22M,S22M
Grand Casino Arena,000000002a1610de,N/A,S22M 02,S22M,S22M
Grand Casino Arena,00000000e52d2372,N/A,S22W 01,S22W,S22W
Grand Casino Arena,0000000090758ea9,N/A,S22W 02,S22W,S22W
Grand Casino Arena,00000000ef7a25f8,N/A,S44M 01,S44M,S44M
Grand Casino Arena,00000000f0c48d2d,N/A,S44M 02,S44M,S44M
Grand Casino Arena,000000006ee52253,N/A,S44W 01,S44W,S44W
Grand Casino Arena,0000000032030a13,N/A,S44W 02,S44W,S44W
Grand Casino Arena,00000000479fe92b,2,S58M 01,S58M,S58M
Grand Casino Arena,000000005267dd49,N/A,S58M 02,S58M,S58M
Grand Casino Arena,00000000ac7ef33f,8,S58W 01,S58W,S58W
Grand Casino Arena,0000000097daa71c,N/A,S58W 02,S58W,S58W
Louisville - KFC Yum! Center,00000000300d7e14,N/A,101M 001,101 Mens,101M
Louisville - KFC Yum! Center,000000000436aae5,N/A,101M 002,101 Mens,101M
Louisville - KFC Yum! Center,000000001202b6b0,N/A,101M 003,101 Mens,101M
Louisville - KFC Yum! Center,00000000ddb8b054,4,101M 004*,101 Mens,101M
Louisville - KFC Yum! Center,00000000645b48e5,N/A,101M 005,101 Mens,101M
Louisville - KFC Yum! Center,00000000dd407d1d,N/A,101M 006,101 Mens,101M
Louisville - KFC Yum! Center,000000004fb2e36b,N/A,101M 007,101 Mens,101M
Louisville - KFC Yum! Center,00000000909765a3,N/A,101M 008*,101 Mens,101M
Louisville - KFC Yum! Center,00000000f519722f,N/A,101M 009,101 Mens,101M
Louisville - KFC Yum! Center,0000000092d0dcc2,N/A,101W 001*,101 Womens,101M
Louisville - KFC Yum! Center,0000000009182ad8,N/A,101W 002*,101 Womens,101M
Louisville - KFC Yum! Center,000000005dbc21ad,N/A,101W 003,101 Womens,101M
Louisville - KFC Yum! Center,00000000ad1858df,N/A,101W 004,101 Womens,101M
Louisville - KFC Yum! Center,000000004c73cd83,N/A,106M 001,106 Mens,106M
Louisville - KFC Yum! Center,0000000025b79bcd,2,106M 002,106 Mens,106M
Louisville - KFC Yum! Center,000000007281c66b,3,106M 003,106 Mens,106M
Louisville - KFC Yum! Center,0000000056b54d32,N/A,"106M 004*
Host: 13, C: 7",106 Mens,106M
Louisville - KFC Yum! Center,0000000074de1eb7,N/A,106M 005,106 Mens,106M
Louisville - KFC Yum! Center,000000001413be61,N/A,106M 006,106 Mens,106M
Louisville - KFC Yum! Center,00000000d032664a,N/A,106M 007,106 Mens,106M
Louisville - KFC Yum! Center,0000000076e587e9,N/A,106M 008,106 Mens,106M
Louisville - KFC Yum! Center,000000009ffc3865,N/A,106M 009*,106 Mens,106M
Louisville - KFC Yum! Center,00000000d89d8349,N/A,106W 001,106 Womens,106M
Louisville - KFC Yum! Center,00000000b372f9ca,106,106W 002,106 Womens,106M
Louisville - KFC Yum! Center,00000000394b6368,N/A,106W 003*,106 Womens,106M
Louisville - KFC Yum! Center,00000000d4cfe6be,N/A,106W 004*,106 Womens,106M
Louisville - KFC Yum! Center,000000007d328876,1,111M 001,111 Mens,111M
Louisville - KFC Yum! Center,000000008e83218f,2,111M 002,111 Mens,111M
Louisville - KFC Yum! Center,00000000429bf5f0,N/A,111M 003,111 Mens,111M
Louisville - KFC Yum! Center,00000000e77d3b0e,N/A,111M 004*,111 Mens,111M
Louisville - KFC Yum! Center,00000000cb028356,5,111M 005,111 Mens,111M
Louisville - KFC Yum! Center,00000000f8d67d45,6,111M 006,111 Mens,111M
Louisville - KFC Yum! Center,00000000159ab6c3,7,111M 007,111 Mens,111M
Louisville - KFC Yum! Center,000000006783b65d,N/A,111M 008*,111 Mens,111M
Louisville - KFC Yum! Center,000000009ade2a45,9,111M 009,111 Mens,111M
Louisville - KFC Yum! Center,00000000937a06b3,111,111W 001*,111 Womens,111W
Louisville - KFC Yum! Center,0000000068c8d2f4,111,111W 002*,111 Womens,111W
Louisville - KFC Yum! Center,00000000fa07128e,111,111W 003,111 Womens,111W
Louisville - KFC Yum! Center,000000004ed14557,111,111W 004,111 Womens,111W
Louisville - KFC Yum! Center,000000004848d014,N/A,116M 001,116 Mens,116M
Louisville - KFC Yum! Center,000000005c399d60,6,116M 002,116 Mens,116M
Louisville - KFC Yum! Center,0000000040ddbcda,5,116M 003,116 Mens,116M
Louisville - KFC Yum! Center,000000001fd2b2af,N/A,116M 004*,116 Mens,116M
Louisville - KFC Yum! Center,000000004a36649e,3,116M 005,116 Mens,116M
Louisville - KFC Yum! Center,000000007f87962e,2,116M 006,116 Mens,116M
Louisville - KFC Yum! Center,000000008e786c5c,N/A,116M 007,116 Mens,116M
Louisville - KFC Yum! Center,0000000038cc593f,N/A,116M 008*,116 Mens,116M
Louisville - KFC Yum! Center,0000000090f69af9,N/A,116M 009,116 Mens,116M
Louisville - KFC Yum! Center,00000000f1ed7bb2,15,116W 001,116 Womens,116M
Louisville - KFC Yum! Center,00000000a637f9f6,N/A,116W 002,116 Womens,116M
Louisville - KFC Yum! Center,0000000055b47d51,116,116W 003*,116 Womens,116M
Louisville - KFC Yum! Center,00000000eecee04b,11,116W 004*,116 Womens,116M
Louisville - KFC Yum! Center,000000003646b658,330,301M 001*,301 Mens,330M
Louisville - KFC Yum! Center,00000000599056d9,330,301M 002,301 Mens,330M
Louisville - KFC Yum! Center,00000000e1e84e53,330,301M 003,301 Mens,330M
Louisville - KFC Yum! Center,000000000de7240b,330,301M 004,301 Mens,330M
Louisville - KFC Yum! Center,000000003f2b2db1,330,301M 005,301 Mens,330M
Louisville - KFC Yum! Center,000000004a41d11f,330,301M 006,301 Mens,330M
Louisville - KFC Yum! Center,000000004f53e8d9,330,301M 007,301 Mens,330M
Louisville - KFC Yum! Center,00000000835411fd,330,301M 008*,301 Mens,330M
Louisville - KFC Yum! Center,00000000a60bc3e3,1,303W 001*,303 Womens,303W
Louisville - KFC Yum! Center,0000000005c1e641,N/A,303W 002,303 Womens,303W
Louisville - KFC Yum! Center,00000000da59c861,6,303W 003,303 Womens,303W
Louisville - KFC Yum! Center,0000000044873f6d,N/A,303W 004*,303 Womens,303W
Louisville - KFC Yum! Center,8038525,N/A,305M 001*,305 Mens,305M
Louisville - KFC Yum! Center,0000000040c71f37,N/A,305M 002,305 Mens,305M
Louisville - KFC Yum! Center,000000003f6f6227,6,305M 003,305 Mens,305M
Louisville - KFC Yum! Center,000000009f78943d,7,305M 004,305 Mens,305M
Louisville - KFC Yum! Center,00000000fe438c50,N/A,305M 005,305 Mens,305M
Louisville - KFC Yum! Center,000000008ff8d685,12,305M 006*,305 Mens,305M
Louisville - KFC Yum! Center,00000000de618fc3,19,305W 001*,305 Womens,305M
Louisville - KFC Yum! Center,00000000c0797c0a,17,305W 002,305 Womens,305M
Louisville - KFC Yum! Center,00000000efad200b,N/A,305W 003,305 Womens,305M
Louisville - KFC Yum! Center,000000000f0aff90,13,305W 004*,305 Womens,305M
Louisville - KFC Yum! Center,000000000e524e12,1,311M 001*,311 Mens,311M
Louisville - KFC Yum! Center,0000000044e03025,3,311M 002,311 Mens,311M
Louisville - KFC Yum! Center,00000000fef65132,5,311M 003,311 Mens,311M
Louisville - KFC Yum! Center,0000000000fc67e3,N/A,311M 004,311 Mens,311M
Louisville - KFC Yum! Center,000000003db96398,N/A,311M 005,311 Mens,311M
Louisville - KFC Yum! Center,0000000041541d9c,11,311M 006*,311 Mens,311M
Louisville - KFC Yum! Center,00000000d01e26cc,20,311W 001*,311 Womens,311W
Louisville - KFC Yum! Center,00000000a919e443,N/A,311W 002,311 Womens,311W
Louisville - KFC Yum! Center,00000000030d9179,18,311W 003*,311 Womens,311W
Louisville - KFC Yum! Center,000000009838823f,N/A,311W 004,311 Womens,311W
Louisville - KFC Yum! Center,00000000aad3a6f4,5,313W 001,313 Womens,311W
Louisville - KFC Yum! Center,68244421,2,313W 002*,313 Womens,311W
Louisville - KFC Yum! Center,0000000017e821d2,N/A,313W 003,313 Womens,311W
Louisville - KFC Yum! Center,000000008e58633c,8,313W 004*,313 Womens,311W
Louisville - KFC Yum! Center,00000000243acba2,N/A,315M 001*,315 Mens,315M
Louisville - KFC Yum! Center,000000004a7018df,2,315M 002,315 Mens,315M
Louisville - KFC Yum! Center,00000000877592de,3,315M 003,315 Mens,315M
Louisville - KFC Yum! Center,00000000dda86361,N/A,315M 004,315 Mens,315M
Louisville - KFC Yum! Center,00000000b6b81ed1,N/A,315M 005,315 Mens,315M
Louisville - KFC Yum! Center,00000000566076de,N/A,315M 006,315 Mens,315M
Louisville - KFC Yum! Center,00000000feb858f0,7,315M 007,315 Mens,315M
Louisville - KFC Yum! Center,00000000204a8b99,8,315M 008*,315 Mens,315M
Louisville - KFC Yum! Center,00000000ff3fbce0,9,316M 001*,316 Mens,315M
Louisville - KFC Yum! Center,00000000e828c9ff,N/A,316M 002,316 Mens,315M
Louisville - KFC Yum! Center,00000000893c83db,11,316M 003,316 Mens,315M
Louisville - KFC Yum! Center,000000003e540fbd,12,316M 004,316 Mens,315M
Louisville - KFC Yum! Center,00000000a39a4bc3,N/A,316M 005,316 Mens,315M
Louisville - KFC Yum! Center,000000001f892fb0,N/A,316M 006,316 Mens,315M
Louisville - KFC Yum! Center,00000000ee10d61b,N/A,316M 007,316 Mens,315M
Louisville - KFC Yum! Center,00000000ac150026,N/A,316M 008*,316 Mens,315M
Louisville - KFC Yum! Center,00000000ca78b1c7,2,318W 001,318 Womens,318W
Louisville - KFC Yum! Center,0000000062fc1793,N/A,318W 002*,318 Womens,318W
Louisville - KFC Yum! Center,00000000011c68fa,N/A,318W 003,318 Womens,318W
Louisville - KFC Yum! Center,000000000978dcf0,N/A,318W 004*,318 Womens,318W
Louisville - KFC Yum! Center,0000000027f528bd,2,320M 001*,320 Mens,320M
Louisville - KFC Yum! Center,000000005fecbefb,3,320M 002,320 Mens,320M
Louisville - KFC Yum! Center,00000000c7eeb0be,5,320M 003,320 Mens,320M
Louisville - KFC Yum! Center,000000003440881b,7,320M 004,320 Mens,320M
Louisville - KFC Yum! Center,00000000cf729603,9,320M 005,320 Mens,320M
Louisville - KFC Yum! Center,0000000077a0d373,N/A,320M 006*,320 Mens,320M
Louisville - KFC Yum! Center,000000002cec6ce6,N/A,320W 001,320 Womens,320M
Louisville - KFC Yum! Center,00000000d6248c7f,N/A,320W 002,320 Womens,320M
Louisville - KFC Yum! Center,00000000086807f3,19,320W 003*,320 Womens,320M
Louisville - KFC Yum! Center,00000000cc514d30,18,320W 004*,320 Womens,320M
Louisville - KFC Yum! Center,00000000f47dc114,N/A,326M 001*,326 Mens,326M
Louisville - KFC Yum! Center,00000000bbfcb277,3,326M 002,326 Mens,326M
Louisville - KFC Yum! Center,000000006b856c92,N/A,326M 003,326 Mens,326M
Louisville - KFC Yum! Center,00000000c0930fa7,7,326M 004,326 Mens,326M
Louisville - KFC Yum! Center,00000000a90c6dda,9,326M 005,326 Mens,326M
Louisville - KFC Yum! Center,0000000060b50244,11,326M 006*,326 Mens,326M
Louisville - KFC Yum! Center,00000000ffaf6da2,14,326W 001*,326 Womens,326M
Louisville - KFC Yum! Center,000000000d14aff8,N/A,326W 002,326 Womens,326M
Louisville - KFC Yum! Center,00000000362cd152,15,326W 003*,326 Womens,326M
Louisville - KFC Yum! Center,00000000b7b6eb42,19,326W 004,326 Womens,326M
Louisville - KFC Yum! Center,00000000fbf7f999,7,328W 001,328 Womens,328W
Louisville - KFC Yum! Center,00000000643680d7,N/A,328W 002*,328 Womens,328W
Louisville - KFC Yum! Center,00000000f5489255,N/A,328W 003,328 Womens,328W
Louisville - KFC Yum! Center,00000000ba5fff03,1,328W 004*,328 Womens,328W
Louisville - KFC Yum! Center,0000000024f80919,N/A,330M 001*,330 Mens,330M
Louisville - KFC Yum! Center,00000000971816a9,N/A,330M 002,330 Mens,330M
Louisville - KFC Yum! Center,00000000949c9f31,N/A,330M 003,330 Mens,330M
Louisville - KFC Yum! Center,0000000046eecd40,N/A,330M 004,330 Mens,330M
Louisville - KFC Yum! Center,00000000cf56e295,N/A,330M 005,330 Mens,330M
Louisville - KFC Yum! Center,00000000dd9dbf1d,N/A,330M 006,330 Mens,330M
Louisville - KFC Yum! Center,00000000bbdef522,N/A,330M 007,330 Mens,330M
Louisville - KFC Yum! Center,00000000dd08c30f,N/A,330M 008*,330 Mens,330M
Maryland - Xfinity Center,10000000a69c74d7,N/A,101M 01,101M (2203),101M_W
Maryland - Xfinity Center,10000000ab14b1c5,N/A,101M 02,101M (2203),101M_W
Maryland - Xfinity Center,100000003839e53a,N/A,101M 03,101M (2203),101M_W
Maryland - Xfinity Center,100000009ca82856,N/A,101W 01,101W (2205),101M_W
Maryland - Xfinity Center,10000000452d2414,N/A,101W 02,101W (2205),101M_W
Maryland - Xfinity Center,10000000167f8216,N/A,101W 03,101W (2205),101M_W
Maryland - Xfinity Center,100000009a12d671,N/A,101W 04,101W (2205),101M_W
Maryland - Xfinity Center,100000009aad1e9f,N/A,103M 01,103M (2119),103M3_104W4_103W4
Maryland - Xfinity Center,100000004ddfe671,N/A,103M 02,103M (2119),103M3_104W4_103W4
Maryland - Xfinity Center,1000000062755a18,N/A,103M 03,103M (2119),103M3_104W4_103W4
Maryland - Xfinity Center,10000000f16fdcec,N/A,103W 01,103W (2117),103M3_104W4_103W4
Maryland - Xfinity Center,1000000040c6fd27,18,103W 02,103W (2117),103M3_104W4_103W4
Maryland - Xfinity Center,10000000831a2e14,N/A,103W 03,103W (2117),103M3_104W4_103W4
Maryland - Xfinity Center,10000000a54114b7,N/A,103W 04,103W (2117),103M3_104W4_103W4
Maryland - Xfinity Center,10000000ef90d65b,N/A,104W 01,104W (2115),103M3_104W4_103W4
Maryland - Xfinity Center,100000008e96dd26,N/A,104W 02,104W (2115),103M3_104W4_103W4
Maryland - Xfinity Center,1000000035624a42,N/A,104W 03,104W (2115),103M3_104W4_103W4
Maryland - Xfinity Center,10000000db018c43,N/A,104W 04,104W (2115),103M3_104W4_103W4
Maryland - Xfinity Center,10000000a8073dab,N/A,105M 01,105M (2108),105M_W
Maryland - Xfinity Center,10000000fa2b2302,N/A,105M 02,105M (2108),105M_W
Maryland - Xfinity Center,100000006fdc24d4,N/A,105M 03,105M (2108),105M_W
Maryland - Xfinity Center,1000000057a4b180,N/A,105M 04,105M (2108),105M_W
